"BoW"	0.472617803692	(5280, 70674)
"hashtag numhashtag mention nummention punctuation_marks"	0.435984994698	(5280, 2214)
"sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal"	0.412087502909	(5280, 9)
"phase"	0.352489564864	(5280, 3)
"community"	0.637497605329	(5280, 7)
"parties_knowledge politics_knowledge target"	0.345595669818	(5280, 10)
"BoW hashtag numhashtag mention nummention punctuation_marks"	0.486778806028	(5280, 72888)
"BoW sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal"	0.472653616206	(5280, 70683)
"BoW phase"	0.465037387151	(5280, 70677)
"BoW community"	0.611398139395	(5280, 70681)
"BoW parties_knowledge politics_knowledge target"	0.475935269689	(5280, 70684)
"hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal"	0.443205362231	(5280, 2223)
"hashtag numhashtag mention nummention punctuation_marks phase"	0.42949946207	(5280, 2217)
"hashtag numhashtag mention nummention punctuation_marks community"	0.609581932139	(5280, 2221)
"hashtag numhashtag mention nummention punctuation_marks parties_knowledge politics_knowledge target"	0.439007437264	(5280, 2224)
"sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase"	0.418142268134	(5280, 12)
"sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal community"	0.529891312831	(5280, 16)
"sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal parties_knowledge politics_knowledge target"	0.422325528176	(5280, 19)
"phase community"	0.637471135368	(5280, 10)
"phase parties_knowledge politics_knowledge target"	0.349589278182	(5280, 13)
"community parties_knowledge politics_knowledge target"	0.625695961502	(5280, 17)
"BoW hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal"	0.470729469988	(5280, 72897)
"BoW hashtag numhashtag mention nummention punctuation_marks phase"	0.477445099927	(5280, 72891)
"BoW hashtag numhashtag mention nummention punctuation_marks community"	0.616182843381	(5280, 72895)
"BoW hashtag numhashtag mention nummention punctuation_marks parties_knowledge politics_knowledge target"	0.486203097145	(5280, 72898)
"BoW sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase"	0.454669594908	(5280, 70686)
"BoW sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal community"	0.596199027033	(5280, 70690)
"BoW sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal parties_knowledge politics_knowledge target"	0.46636742281	(5280, 70693)
"BoW phase community"	0.616023667337	(5280, 70684)
"BoW phase parties_knowledge politics_knowledge target"	0.465991200658	(5280, 70687)
