"BoW"	1	0.470782195095	(1761, 24749)
"hashtag numhashtag mention nummention punctuation_marks"	1	0.502725761379	(1761, 862)
"sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal"	1	0.412273633861	(1761, 9)
"phase"	1	0.35996585511	(1761, 3)
"community"	1	0.671385704861	(1761, 7)
"parties_knowledge politics_knowledge target"	1	0.364924380057	(1761, 9)
"BoW hashtag numhashtag mention nummention punctuation_marks"	1	0.476646499807	(1761, 25611)
"BoW sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal"	1	0.469400202654	(1761, 24758)
"BoW phase"	1	0.464016926916	(1761, 24752)
"BoW community"	1	0.543284625843	(1761, 24756)
"BoW parties_knowledge politics_knowledge target"	1	0.467999338262	(1761, 24758)
"hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal"	1	0.50021787601	(1761, 871)
"hashtag numhashtag mention nummention punctuation_marks phase"	1	0.506565181546	(1761, 865)
"hashtag numhashtag mention nummention punctuation_marks community"	1	0.659053661851	(1761, 869)
"hashtag numhashtag mention nummention punctuation_marks parties_knowledge politics_knowledge target"	1	0.506668591082	(1761, 871)
"sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase"	1	0.414348390098	(1761, 12)
"sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal community"	1	0.630451854371	(1761, 16)
"sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal parties_knowledge politics_knowledge target"	1	0.450297994533	(1761, 18)
"phase community"	1	0.67145670469	(1761, 10)
"phase parties_knowledge politics_knowledge target"	1	0.372684262732	(1761, 12)
"community parties_knowledge politics_knowledge target"	1	0.668007892342	(1761, 16)
"BoW hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal"	1	0.474957247759	(1761, 25620)
"BoW hashtag numhashtag mention nummention punctuation_marks phase"	1	0.482793746927	(1761, 25614)
"BoW hashtag numhashtag mention nummention punctuation_marks community"	1	0.549930823265	(1761, 25618)
"BoW hashtag numhashtag mention nummention punctuation_marks parties_knowledge politics_knowledge target"	1	0.475554454985	(1761, 25620)
"BoW sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase"	1	0.461153521776	(1761, 24761)
"BoW sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal community"	1	0.533903421279	(1761, 24765)
"BoW sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal parties_knowledge politics_knowledge target"	1	0.461381557057	(1761, 24767)
"BoW phase community"	1	0.551993401814	(1761, 24759)
"BoW phase parties_knowledge politics_knowledge target"	1	0.468504784195	(1761, 24761)
"BoW community parties_knowledge politics_knowledge target"	1	0.549470614224	(1761, 24765)
"hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase"	1	0.49247372278	(1761, 874)
"hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal community"	1	0.630957607129	(1761, 878)
"hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal parties_knowledge politics_knowledge target"	1	0.50266827255	(1761, 880)
"hashtag numhashtag mention nummention punctuation_marks phase community"	1	0.66186513307	(1761, 872)
"hashtag numhashtag mention nummention punctuation_marks phase parties_knowledge politics_knowledge target"	1	0.508967462964	(1761, 874)
"hashtag numhashtag mention nummention punctuation_marks community parties_knowledge politics_knowledge target"	1	0.652977043446	(1761, 878)
"sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase community"	1	0.627180101074	(1761, 19)
"sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase parties_knowledge politics_knowledge target"	1	0.452986219397	(1761, 21)
"sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal community parties_knowledge politics_knowledge target"	1	0.642101505549	(1761, 25)
"phase community parties_knowledge politics_knowledge target"	1	0.666604181483	(1761, 19)
"BoW hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase"	1	0.471458571011	(1761, 25623)
"BoW hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal community"	1	0.532465964885	(1761, 25627)
"BoW hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal parties_knowledge politics_knowledge target"	1	0.473977416938	(1761, 25629)
"BoW hashtag numhashtag mention nummention punctuation_marks phase community"	1	0.540431900977	(1761, 25621)
"BoW hashtag numhashtag mention nummention punctuation_marks phase parties_knowledge politics_knowledge target"	1	0.473853014091	(1761, 25623)
"BoW hashtag numhashtag mention nummention punctuation_marks community parties_knowledge politics_knowledge target"	1	0.547161543197	(1761, 25627)
"BoW sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase community"	1	0.530096066224	(1761, 24768)
"BoW sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase parties_knowledge politics_knowledge target"	1	0.467501679075	(1761, 24770)
"BoW sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal community parties_knowledge politics_knowledge target"	1	0.537394357806	(1761, 24774)
"BoW phase community parties_knowledge politics_knowledge target"	1	0.562191121795	(1761, 24768)
"hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase community"	1	0.629028809694	(1761, 881)
"hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase parties_knowledge politics_knowledge target"	1	0.503495482756	(1761, 883)
"hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal community parties_knowledge politics_knowledge target"	1	0.619958699521	(1761, 887)
"hashtag numhashtag mention nummention punctuation_marks phase community parties_knowledge politics_knowledge target"	1	0.655426683915	(1761, 881)
"sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase community parties_knowledge politics_knowledge target"	1	0.643920809476	(1761, 28)
"BoW hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase community"	1	0.539598234652	(1761, 25630)
"BoW hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase parties_knowledge politics_knowledge target"	1	0.478137804653	(1761, 25632)
