"BoW"	1	0.538162500636	(1761, 24749)
"hashtag numhashtag mention nummention punctuation_marks"	1	0.510619594347	(1761, 862)
"sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal"	1	0.35996585511	(1761, 9)
"community"	1	0.671887971984	(1761, 7)
"parties_knowledge politics_knowledge target"	1	0.352646432959	(1761, 9)
"BoW hashtag numhashtag mention nummention punctuation_marks"	1	0.562972637383	(1761, 25611)
"BoW sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal"	1	0.54945596469	(1761, 24758)
"BoW community"	1	0.68242566977	(1761, 24756)
"BoW parties_knowledge politics_knowledge target"	1	0.559154435983	(1761, 24758)
"hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal"	1	0.51509259869	(1761, 871)
"hashtag numhashtag mention nummention punctuation_marks community"	1	0.704234277378	(1761, 869)
"hashtag numhashtag mention nummention punctuation_marks parties_knowledge politics_knowledge target"	1	0.51186034598	(1761, 871)
"sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal community"	1	0.671204751123	(1761, 16)
"sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal parties_knowledge politics_knowledge target"	1	0.359154958733	(1761, 18)
"community parties_knowledge politics_knowledge target"	1	0.692164999272	(1761, 16)
"BoW hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal"	1	0.561268342492	(1761, 25620)
"BoW hashtag numhashtag mention nummention punctuation_marks community"	1	0.684534164775	(1761, 25618)
"BoW hashtag numhashtag mention nummention punctuation_marks parties_knowledge politics_knowledge target"	1	0.561233708104	(1761, 25620)
"BoW sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal community"	1	0.697553897785	(1761, 24765)
"BoW sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal parties_knowledge politics_knowledge target"	1	0.563872730733	(1761, 24767)
"BoW community parties_knowledge politics_knowledge target"	1	0.701178079347	(1761, 24765)
"hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal community"	1	0.703844266322	(1761, 878)
"hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal parties_knowledge politics_knowledge target"	1	0.518106830494	(1761, 880)
"hashtag numhashtag mention nummention punctuation_marks community parties_knowledge politics_knowledge target"	1	0.70076002369	(1761, 878)
"sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal community parties_knowledge politics_knowledge target"	1	0.692164999272	(1761, 25)
"BoW hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal community"	1	0.687975904575	(1761, 25627)
"BoW hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal parties_knowledge politics_knowledge target"	1	0.565227718761	(1761, 25629)
"BoW hashtag numhashtag mention nummention punctuation_marks community parties_knowledge politics_knowledge target"	1	0.683576426082	(1761, 25627)
"BoW sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal community parties_knowledge politics_knowledge target"	1	0.702655372199	(1761, 24774)
"hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal community parties_knowledge politics_knowledge target"	1	0.699718840153	(1761, 887)
"BoW hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal community parties_knowledge politics_knowledge target"	1	0.703387273994	(1761, 25636)
"BoW"	2	0.459460162469	(1761, 26726)
"hashtag numhashtag mention nummention punctuation_marks"	2	0.37543576834	(1761, 876)
"sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal"	2	0.362159497869	(1761, 9)
"community"	2	0.619543311217	(1761, 7)
"parties_knowledge politics_knowledge target"	2	0.360683199618	(1761, 10)
"BoW hashtag numhashtag mention nummention punctuation_marks"	2	0.45507091562	(1761, 27602)
"BoW sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal"	2	0.483140803521	(1761, 26735)
"BoW community"	2	0.624630644307	(1761, 26733)
