"BoW"	0.494339534113	(5280, 70674)
"hashtag numhashtag mention nummention punctuation_marks"	0.435056233069	(5280, 2214)
"sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal"	0.352454184297	(5280, 9)
"phase"	0.352489564864	(5280, 3)
"community"	0.637497605329	(5280, 7)
"parties_knowledge politics_knowledge target"	0.352211426233	(5280, 10)
"BoW hashtag numhashtag mention nummention punctuation_marks"	0.500837885168	(5280, 72888)
"BoW sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal"	0.504300548018	(5280, 70683)
"BoW phase"	0.489952231802	(5280, 70677)
"BoW community"	0.651872676421	(5280, 70681)
"BoW parties_knowledge politics_knowledge target"	0.498629417765	(5280, 70684)
"hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal"	0.439374976747	(5280, 2223)
"hashtag numhashtag mention nummention punctuation_marks phase"	0.435294986057	(5280, 2217)
"hashtag numhashtag mention nummention punctuation_marks community"	0.649748554149	(5280, 2221)
"hashtag numhashtag mention nummention punctuation_marks parties_knowledge politics_knowledge target"	0.43550721917	(5280, 2224)
"sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase"	0.352276372573	(5280, 12)
"sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal community"	0.637497605329	(5280, 16)
"sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal parties_knowledge politics_knowledge target"	0.352203814906	(5280, 19)
"phase community"	0.637497605329	(5280, 10)
"phase parties_knowledge politics_knowledge target"	0.352211426233	(5280, 13)
"community parties_knowledge politics_knowledge target"	0.645542635787	(5280, 17)
"BoW hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal"	0.506800447123	(5280, 72897)
"BoW hashtag numhashtag mention nummention punctuation_marks phase"	0.499513190875	(5280, 72891)
"BoW hashtag numhashtag mention nummention punctuation_marks community"	0.649063237866	(5280, 72895)
"BoW hashtag numhashtag mention nummention punctuation_marks parties_knowledge politics_knowledge target"	0.507545608455	(5280, 72898)
"BoW sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase"	0.500846565304	(5280, 70686)
"BoW sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal community"	0.65602415655	(5280, 70690)
"BoW sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal parties_knowledge politics_knowledge target"	0.507476671765	(5280, 70693)
"BoW phase community"	0.652778699567	(5280, 70684)
"BoW phase parties_knowledge politics_knowledge target"	0.497051162125	(5280, 70687)
"BoW community parties_knowledge politics_knowledge target"	0.653448312102	(5280, 70691)
"hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase"	0.438135639457	(5280, 2226)
"hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal community"	0.64918219458	(5280, 2230)
"hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal parties_knowledge politics_knowledge target"	0.43816791507	(5280, 2233)
"hashtag numhashtag mention nummention punctuation_marks phase community"	0.649668619692	(5280, 2224)
"hashtag numhashtag mention nummention punctuation_marks phase parties_knowledge politics_knowledge target"	0.435755611152	(5280, 2227)
"hashtag numhashtag mention nummention punctuation_marks community parties_knowledge politics_knowledge target"	0.649842873842	(5280, 2231)
"sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase community"	0.637497605329	(5280, 19)
"sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase parties_knowledge politics_knowledge target"	0.352164067073	(5280, 22)
"sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal community parties_knowledge politics_knowledge target"	0.645542635787	(5280, 26)
"phase community parties_knowledge politics_knowledge target"	0.645542635787	(5280, 20)
"BoW hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase"	0.509492591377	(5280, 72900)
"BoW hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal community"	0.652621954391	(5280, 72904)
"BoW hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal parties_knowledge politics_knowledge target"	0.50688594635	(5280, 72907)
"BoW hashtag numhashtag mention nummention punctuation_marks phase community"	0.647565725782	(5280, 72898)
"BoW hashtag numhashtag mention nummention punctuation_marks phase parties_knowledge politics_knowledge target"	0.505818507973	(5280, 72901)
"BoW hashtag numhashtag mention nummention punctuation_marks community parties_knowledge politics_knowledge target"	0.646983238658	(5280, 72905)
"BoW sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase community"	0.656788029586	(5280, 70693)
"BoW sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase parties_knowledge politics_knowledge target"	0.507602522115	(5280, 70696)
"BoW sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal community parties_knowledge politics_knowledge target"	0.652923821533	(5280, 70700)
"BoW phase community parties_knowledge politics_knowledge target"	0.647633273805	(5280, 70694)
"hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase community"	0.648527312427	(5280, 2233)
"hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase parties_knowledge politics_knowledge target"	0.438039002206	(5280, 2236)
"hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal community parties_knowledge politics_knowledge target"	0.648471280869	(5280, 2240)
"hashtag numhashtag mention nummention punctuation_marks phase community parties_knowledge politics_knowledge target"	0.650597287918	(5280, 2234)
"sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase community parties_knowledge politics_knowledge target"	0.645542635787	(5280, 29)
"BoW hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase community"	0.650790975904	(5280, 72907)
"BoW hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase parties_knowledge politics_knowledge target"	0.510118711952	(5280, 72910)
"BoW hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal community parties_knowledge politics_knowledge target"	0.649939674301	(5280, 72914)
"BoW hashtag numhashtag mention nummention punctuation_marks phase community parties_knowledge politics_knowledge target"	0.649457930352	(5280, 72908)
"BoW sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase community parties_knowledge politics_knowledge target"	0.653704323782	(5280, 70703)
"hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase community parties_knowledge politics_knowledge target"	0.648255992428	(5280, 2243)
"BoW hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase community parties_knowledge politics_knowledge target"	0.652014349332	(5280, 72917)
