"BoW"	0.443701243834	(5280, 70674)
"hashtag numhashtag mention nummention punctuation_marks"	0.431562830428	(5280, 2214)
"sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal"	0.411350081449	(5280, 9)
"phase"	0.352489564864	(5280, 3)
"community"	0.637477726194	(5280, 7)
"parties_knowledge politics_knowledge target"	0.347879676248	(5280, 10)
"BoW hashtag numhashtag mention nummention punctuation_marks"	0.449782130535	(5280, 72888)
"BoW sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal"	0.432490711988	(5280, 70683)
"BoW phase"	0.448916025707	(5280, 70677)
"BoW community"	0.550395881918	(5280, 70681)
"BoW parties_knowledge politics_knowledge target"	0.435142331555	(5280, 70684)
"hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal"	0.443604726936	(5280, 2223)
"hashtag numhashtag mention nummention punctuation_marks phase"	0.425908278071	(5280, 2217)
"hashtag numhashtag mention nummention punctuation_marks community"	0.616258881254	(5280, 2221)
"hashtag numhashtag mention nummention punctuation_marks parties_knowledge politics_knowledge target"	0.435119555415	(5280, 2224)
"sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase"	0.412776513087	(5280, 12)
"sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal community"	0.581181330371	(5280, 16)
"sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal parties_knowledge politics_knowledge target"	0.422518673168	(5280, 19)
"phase community"	0.637213478214	(5280, 10)
"phase parties_knowledge politics_knowledge target"	0.35047703808	(5280, 13)
"community parties_knowledge politics_knowledge target"	0.627430236624	(5280, 17)
"BoW hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal"	0.436390686293	(5280, 72897)
"BoW hashtag numhashtag mention nummention punctuation_marks phase"	0.450217924396	(5280, 72891)
"BoW hashtag numhashtag mention nummention punctuation_marks community"	0.560303135184	(5280, 72895)
"BoW hashtag numhashtag mention nummention punctuation_marks parties_knowledge politics_knowledge target"	0.446109855743	(5280, 72898)
"BoW sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase"	0.434306858289	(5280, 70686)
"BoW sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal community"	0.512086121037	(5280, 70690)
"BoW sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal parties_knowledge politics_knowledge target"	0.431125652585	(5280, 70693)
"BoW phase community"	0.55445213373	(5280, 70684)
"BoW phase parties_knowledge politics_knowledge target"	0.439045859045	(5280, 70687)
"BoW community parties_knowledge politics_knowledge target"	0.557853273902	(5280, 70691)
"hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase"	0.44210724706	(5280, 2226)
"hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal community"	0.580090722227	(5280, 2230)
"hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal parties_knowledge politics_knowledge target"	0.44660552997	(5280, 2233)
"hashtag numhashtag mention nummention punctuation_marks phase community"	0.602006459799	(5280, 2224)
"hashtag numhashtag mention nummention punctuation_marks phase parties_knowledge politics_knowledge target"	0.436438970168	(5280, 2227)
"hashtag numhashtag mention nummention punctuation_marks community parties_knowledge politics_knowledge target"	0.602595018631	(5280, 2231)
"sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase community"	0.583917715042	(5280, 19)
"sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase parties_knowledge politics_knowledge target"	0.423619716912	(5280, 22)
"sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal community parties_knowledge politics_knowledge target"	0.596355618316	(5280, 26)
"phase community parties_knowledge politics_knowledge target"	0.620461212126	(5280, 20)
"BoW hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase"	0.436367360914	(5280, 72900)
"BoW hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal community"	0.501912068618	(5280, 72904)
"BoW hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal parties_knowledge politics_knowledge target"	0.435090835278	(5280, 72907)
"BoW hashtag numhashtag mention nummention punctuation_marks phase community"	0.554884712276	(5280, 72898)
"BoW hashtag numhashtag mention nummention punctuation_marks phase parties_knowledge politics_knowledge target"	0.444726627108	(5280, 72901)
"BoW hashtag numhashtag mention nummention punctuation_marks community parties_knowledge politics_knowledge target"	0.538291505894	(5280, 72905)
"BoW sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase community"	0.497846463529	(5280, 70693)
"BoW sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase parties_knowledge politics_knowledge target"	0.433510226279	(5280, 70696)
"BoW sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal community parties_knowledge politics_knowledge target"	0.50706446849	(5280, 70700)
"BoW phase community parties_knowledge politics_knowledge target"	0.553284021001	(5280, 70694)
